data,crc
"{'event_time': '2023-10-17T10:00:39.877Z', 'weight': 0.0}",2373568795
"{'event_time': '2023-10-17T10:00:40.885Z', 'weight': 0.0}",796926286
"{'event_time': '2023-10-17T10:00:41.892Z', 'weight': 0.0}",2611641239
"{'event_time': '2023-10-17T10:00:42.879Z', 'weight': 0.0}",1581290209
"{'event_time': '2023-10-17T10:00:43.887Z', 'weight': 0.0}",768679554
"{'event_time': '2023-10-17T10:00:44.895Z', 'weight': 0.0}",1253817243
"{'event_time': '2023-10-17T10:00:45.903Z', 'weight': 0.0}",728904758
"{'event_time': '2023-10-17T10:00:46.884Z', 'weight': 0.0}",363385708
"{'event_time': '2023-10-17T10:00:47.893Z', 'weight': 0.0}",2709686709
"{'event_time': '2023-10-17T10:00:48.901Z', 'weight': 0.0}",3293592230
"{'event_time': '2023-10-17T10:00:49.884Z', 'weight': 0.0}",1671956708
"{'event_time': '2023-10-17T10:00:50.892Z', 'weight': 0.0}",2180838500
"{'event_time': '2023-10-17T10:00:51.900Z', 'weight': 0.0}",157120043
"{'event_time': '2023-10-17T10:00:52.909Z', 'weight': 0.0}",2717635275
"{'event_time': '2023-10-17T10:00:53.869Z', 'weight': 0.0}",561063508
"{'event_time': '2023-10-17T10:00:54.889Z', 'weight': 0.0}",1311831453
"{'event_time': '2023-10-17T10:00:55.880Z', 'weight': 0.0}",184582804
"{'event_time': '2023-10-17T10:00:56.888Z', 'weight': 0.0}",1950656044
"{'event_time': '2023-10-17T10:00:57.897Z', 'weight': 0.0}",3385844080
"{'event_time': '2023-10-17T10:00:58.906Z', 'weight': 0.0}",256627914
"{'event_time': '2023-10-17T10:00:59.882Z', 'weight': 0.0}",2136041168
"{'event_time': '2023-10-17T10:01:00.890Z', 'weight': 0.0}",4202082170
"{'event_time': '2023-10-17T10:01:01.898Z', 'weight': 0.0}",1755600939
"{'event_time': '2023-10-17T10:01:02.906Z', 'weight': 0.0}",3982105066
"{'event_time': '2023-10-17T10:01:03.890Z', 'weight': 0.0}",2358482503
"{'event_time': '2023-10-17T10:01:04.898Z', 'weight': 0.0}",4085977964
"{'event_time': '2023-10-17T10:01:05.905Z', 'weight': 0.0}",951388141
"{'event_time': '2023-10-17T10:01:06.913Z', 'weight': 0.0}",3068857989
"{'event_time': '2023-10-17T10:01:07.889Z', 'weight': 0.0}",938185039
"{'event_time': '2023-10-17T10:01:08.897Z', 'weight': 0.0}",2968610583
"{'event_time': '2023-10-17T10:01:09.906Z', 'weight': 0.0}",2600887281
"{'event_time': '2023-10-17T10:01:10.883Z', 'weight': 0.0}",3177346994
"{'event_time': '2023-10-17T10:01:11.892Z', 'weight': 0.0}",2492737144
"{'event_time': '2023-10-17T10:01:12.900Z', 'weight': 0.0}",4054022110
"{'event_time': '2023-10-17T10:01:13.907Z', 'weight': 0.0}",552474177
"{'event_time': '2023-10-17T10:01:14.892Z', 'weight': 0.0}",263941439
"{'event_time': '2023-10-17T10:01:15.900Z', 'weight': 0.0}",2266689392
"{'event_time': '2023-10-17T10:01:16.907Z', 'weight': 0.0}",3150011654
"{'event_time': '2023-10-17T10:01:17.894Z', 'weight': 0.0}",3833749265
"{'event_time': '2023-10-17T10:01:18.901Z', 'weight': 0.0}",3413010249
"{'event_time': '2023-10-17T10:01:19.911Z', 'weight': 0.0}",897234651
"{'event_time': '2023-10-17T10:01:20.888Z', 'weight': 0.0}",1334527414
"{'event_time': '2023-10-17T10:01:21.899Z', 'weight': 0.0}",1719473276
"{'event_time': '2023-10-17T10:01:22.890Z', 'weight': 0.0}",3470504092
"{'event_time': '2023-10-17T10:01:23.900Z', 'weight': 0.0}",852374562
"{'event_time': '2023-10-17T10:01:24.908Z', 'weight': 0.0}",1305915657
"{'event_time': '2023-10-17T10:01:25.887Z', 'weight': 0.0}",2537265215
"{'event_time': '2023-10-17T10:01:26.895Z', 'weight': 0.0}",4027423925
"{'event_time': '2023-10-17T10:01:27.904Z', 'weight': 0.0}",3690633299
"{'event_time': '2023-10-17T10:01:28.915Z', 'weight': 0.0}",528480453
"{'event_time': '2023-10-17T10:01:29.897Z', 'weight': 0.0}",4072227276
"{'event_time': '2023-10-17T10:01:30.888Z', 'weight': 0.0}",3467518097
"{'event_time': '2023-10-17T10:01:31.897Z', 'weight': 0.0}",1931831245
"{'event_time': '2023-10-17T10:01:32.904Z', 'weight': 0.0}",3253777971
"{'event_time': '2023-10-17T10:01:33.888Z', 'weight': 0.0}",3091929516
"{'event_time': '2023-10-17T10:01:34.896Z', 'weight': 0.0}",1072213202
"{'event_time': '2023-10-17T10:01:35.904Z', 'weight': 0.0}",3075026589
"{'event_time': '2023-10-17T10:01:36.912Z', 'weight': 0.0}",957818869
"{'event_time': '2023-10-17T10:01:37.890Z', 'weight': 0.0}",3570507516
"{'event_time': '2023-10-17T10:01:38.899Z', 'weight': 0.0}",2089998505
"{'event_time': '2023-10-17T10:01:39.907Z', 'weight': 0.0}",351947393
"{'event_time': '2023-10-17T10:01:40.914Z', 'weight': 0.0}",2014931435
"{'event_time': '2023-10-17T10:01:41.895Z', 'weight': 0.0}",914970187
"{'event_time': '2023-10-17T10:01:42.903Z', 'weight': 0.0}",3134589455
"{'event_time': '2023-10-17T10:01:43.910Z', 'weight': 0.0}",3885260084
"{'event_time': '2023-10-17T10:01:44.918Z', 'weight': 0.0}",2559367199
"{'event_time': '2023-10-17T10:01:45.898Z', 'weight': 0.0}",33449959
"{'event_time': '2023-10-17T10:01:46.905Z', 'weight': 0.0}",659988623
"{'event_time': '2023-10-17T10:01:47.914Z', 'weight': 0.0}",245428549
"{'event_time': '2023-10-17T10:01:48.897Z', 'weight': 0.0}",3656907080
"{'event_time': '2023-10-17T10:01:49.907Z', 'weight': 0.0}",635600374
"{'event_time': '2023-10-17T10:01:50.915Z', 'weight': 0.0}",786336916
"{'event_time': '2023-10-17T10:01:51.923Z', 'weight': 0.0}",2279088281
"{'event_time': '2023-10-17T10:01:52.902Z', 'weight': 0.0}",3960598384
"{'event_time': '2023-10-17T10:01:53.906Z', 'weight': 0.0}",2651457606
"{'event_time': '2023-10-17T10:01:54.910Z', 'weight': 0.0}",269000893
"{'event_time': '2023-10-17T10:01:55.894Z', 'weight': 0.0}",1611797159
"{'event_time': '2023-10-17T10:01:56.898Z', 'weight': 0.0}",4131273725
"{'event_time': '2023-10-17T10:01:57.907Z', 'weight': 0.0}",1236543885
"{'event_time': '2023-10-17T10:01:58.898Z', 'weight': 0.0}",458033825
"{'event_time': '2023-10-17T10:01:59.908Z', 'weight': 0.0}",3881340447
"{'event_time': '2023-10-17T10:02:00.898Z', 'weight': 0.0}",25190151
"{'event_time': '2023-10-17T10:02:01.907Z', 'weight': 0.0}",3188346231
"{'event_time': '2023-10-17T10:02:02.915Z', 'weight': 0.0}",3644606973
"{'event_time': '2023-10-17T10:02:03.924Z', 'weight': 0.0}",973369019
"{'event_time': '2023-10-17T10:02:04.897Z', 'weight': 0.0}",1111713882
"{'event_time': '2023-10-17T10:02:05.905Z', 'weight': 0.0}",3403868693
"{'event_time': '2023-10-17T10:02:06.914Z', 'weight': 0.0}",243427382
"{'event_time': '2023-10-17T10:02:07.904Z', 'weight': 0.0}",4036409764
"{'event_time': '2023-10-17T10:02:08.912Z', 'weight': 0.0}",2116899449
"{'event_time': '2023-10-17T10:02:09.920Z', 'weight': 0.0}",1044640662
"{'event_time': '2023-10-17T10:02:10.897Z', 'weight': 0.0}",3275402478
"{'event_time': '2023-10-17T10:02:11.904Z', 'weight': 0.0}",2625220345
"{'event_time': '2023-10-17T10:02:12.912Z', 'weight': 0.0}",304588689
"{'event_time': '2023-10-17T10:02:13.920Z', 'weight': 0.0}",1380517502
"{'event_time': '2023-10-17T10:02:14.905Z', 'weight': 0.0}",3501483494
"{'event_time': '2023-10-17T10:02:15.913Z', 'weight': 0.0}",3011297127
"{'event_time': '2023-10-17T10:02:16.921Z', 'weight': 0.0}",512019809
"{'event_time': '2023-10-17T10:02:17.897Z', 'weight': 0.0}",3045274688
"{'event_time': '2023-10-17T10:02:18.904Z', 'weight': 0.0}",129173259
"{'event_time': '2023-10-17T10:02:19.912Z', 'weight': 0.0}",1685839242
"{'event_time': '2023-10-17T10:02:20.922Z', 'weight': 0.0}",134647962
"{'event_time': '2023-10-17T10:02:21.899Z', 'weight': 0.0}",2485844356
"{'event_time': '2023-10-17T10:02:22.907Z', 'weight': 0.0}",299153477
"{'event_time': '2023-10-17T10:02:23.916Z', 'weight': 0.0}",941812111
"{'event_time': '2023-10-17T10:02:24.924Z', 'weight': 0.0}",2508601882
"{'event_time': '2023-10-17T10:02:25.907Z', 'weight': 0.0}",1735205099
"{'event_time': '2023-10-17T10:02:26.915Z', 'weight': 0.0}",5973089
"{'event_time': '2023-10-17T10:02:27.897Z', 'weight': 0.0}",3986529640
"{'event_time': '2023-10-17T10:02:28.906Z', 'weight': 0.0}",723101906
"{'event_time': '2023-10-17T10:02:29.915Z', 'weight': 0.0}",1985740777
"{'event_time': '2023-10-17T10:02:30.923Z', 'weight': 0.0}",1589736933
"{'event_time': '2023-10-17T10:02:31.932Z', 'weight': 0.0}",2000102447
"{'event_time': '2023-10-17T10:02:32.908Z', 'weight': 0.0}",3547220908
"{'event_time': '2023-10-17T10:02:33.916Z', 'weight': 0.0}",3104279720
"{'event_time': '2023-10-17T10:02:34.924Z', 'weight': 0.0}",346251069
"{'event_time': '2023-10-17T10:02:35.899Z', 'weight': 0.0}",357776688
"{'event_time': '2023-10-17T10:02:36.909Z', 'weight': 0.0}",80767591
"{'event_time': '2023-10-17T10:02:37.920Z', 'weight': 0.0}",2335075298
"{'event_time': '2023-10-17T10:02:38.907Z', 'weight': 0.0}",2111720877
"{'event_time': '2023-10-17T10:02:39.916Z', 'weight': 0.0}",1411914855
"{'event_time': '2023-10-17T10:02:40.925Z', 'weight': 0.0}",4060432769
"{'event_time': '2023-10-17T10:02:41.901Z', 'weight': 0.0}",1255200827
"{'event_time': '2023-10-17T10:02:42.910Z', 'weight': 0.0}",2393922072
"{'event_time': '2023-10-17T10:02:43.920Z', 'weight': 0.0}",3127573766
"{'event_time': '2023-10-17T10:02:44.929Z', 'weight': 0.0}",311490677
"{'event_time': '2023-10-17T10:02:45.911Z', 'weight': 0.0}",803947246
"{'event_time': '2023-10-17T10:02:46.902Z', 'weight': 0.0}",2671756860
"{'event_time': '2023-10-17T10:02:47.912Z', 'weight': 0.0}",1630214062
"{'event_time': '2023-10-17T10:02:48.903Z', 'weight': 0.0}",2779674424
"{'event_time': '2023-10-17T10:02:49.911Z', 'weight': 0.0}",789487707
"{'event_time': '2023-10-17T10:02:50.920Z', 'weight': 0.0}",1303027996
"{'event_time': '2023-10-17T10:02:51.929Z', 'weight': 0.0}",144365077
"{'event_time': '2023-10-17T10:02:52.906Z', 'weight': 0.0}",4146990954
"{'event_time': '2023-10-17T10:02:53.915Z', 'weight': 0.0}",2859227217
"{'event_time': '2023-10-17T10:02:54.923Z', 'weight': 0.0}",4003497510
"{'event_time': '2023-10-17T10:02:55.932Z', 'weight': 0.0}",3344357356
"{'event_time': '2023-10-17T10:02:56.908Z', 'weight': 0.0}",1661974639
"{'event_time': '2023-10-17T10:02:57.916Z', 'weight': 0.0}",157712235
"{'event_time': '2023-10-17T10:02:58.906Z', 'weight': 0.0}",436314021
"{'event_time': '2023-10-17T10:02:59.914Z', 'weight': 0.0}",2426489030
"{'event_time': '2023-10-17T10:03:00.921Z', 'weight': 0.0}",2507570347
"{'event_time': '2023-10-17T10:03:01.929Z', 'weight': 0.0}",128224250
"{'event_time': '2023-10-17T10:03:02.915Z', 'weight': 0.0}",1042411370
"{'event_time': '2023-10-17T10:03:03.924Z', 'weight': 0.0}",3709454380
"{'event_time': '2023-10-17T10:03:04.934Z', 'weight': 0.0}",3469175748
"{'event_time': '2023-10-17T10:03:05.910Z', 'weight': 0.0}",1980955262
"{'event_time': '2023-10-17T10:03:06.920Z', 'weight': 0.0}",2942209673
"{'event_time': '2023-10-17T10:03:07.929Z', 'weight': 0.0}",3933141376
"{'event_time': '2023-10-17T10:03:08.910Z', 'weight': 0.0}",3984912927
"{'event_time': '2023-10-17T10:03:09.918Z', 'weight': 0.0}",2136343886
"{'event_time': '2023-10-17T10:03:10.926Z', 'weight': 0.0}",1584239303
"{'event_time': '2023-10-17T10:03:11.907Z', 'weight': 0.0}",3627192007
"{'event_time': '2023-10-17T10:03:12.915Z', 'weight': 0.0}",3204745805
"{'event_time': '2023-10-17T10:03:13.922Z', 'weight': 0.0}",3252725272
"{'event_time': '2023-10-17T10:03:14.929Z', 'weight': 0.0}",497984922
"{'event_time': '2023-10-17T10:03:15.910Z', 'weight': 0.0}",4147617625
"{'event_time': '2023-10-17T10:03:16.917Z', 'weight': 0.0}",3421252911
"{'event_time': '2023-10-17T10:03:17.925Z', 'weight': 0.0}",2340588736
"{'event_time': '2023-10-17T10:03:18.932Z', 'weight': 0.0}",3537626949
"{'event_time': '2023-10-17T10:03:19.917Z', 'weight': 0.0}",3186423463
"{'event_time': '2023-10-17T10:03:20.925Z', 'weight': 0.0}",2770713926
"{'event_time': '2023-10-17T10:03:21.932Z', 'weight': 0.0}",286255007
"{'event_time': '2023-10-17T10:03:22.919Z', 'weight': 0.0}",131281666
"{'event_time': '2023-10-17T10:03:23.926Z', 'weight': 0.0}",1888879314
"{'event_time': '2023-10-17T10:03:24.909Z', 'weight': 0.0}",2407430718
"{'event_time': '2023-10-17T10:03:25.916Z', 'weight': 0.0}",854932834
"{'event_time': '2023-10-17T10:03:26.924Z', 'weight': 0.0}",2668449636
"{'event_time': '2023-10-17T10:03:27.932Z', 'weight': 0.0}",4240807397
"{'event_time': '2023-10-17T10:03:28.911Z', 'weight': 0.0}",3814571592
"{'event_time': '2023-10-17T10:03:29.919Z', 'weight': 0.0}",1905215769
"{'event_time': '2023-10-17T10:03:30.927Z', 'weight': 0.0}",1354030736
"{'event_time': '2023-10-17T10:03:31.913Z', 'weight': 0.0}",2366010476
"{'event_time': '2023-10-17T10:03:32.920Z', 'weight': 0.0}",4145841714
"{'event_time': '2023-10-17T10:03:33.928Z', 'weight': 0.0}",1708028259
"{'event_time': '2023-10-17T10:03:34.937Z', 'weight': 0.0}",898581573
"{'event_time': '2023-10-17T10:03:35.916Z', 'weight': 0.0}",3016775749
"{'event_time': '2023-10-17T10:03:36.925Z', 'weight': 0.0}",3385502235
"{'event_time': '2023-10-17T10:03:37.933Z', 'weight': 0.0}",2852286618
"{'event_time': '2023-10-17T10:03:38.914Z', 'weight': 0.0}",1559385813
"{'event_time': '2023-10-17T10:03:39.922Z', 'weight': 0.0}",4126472920
"{'event_time': '2023-10-17T10:03:40.930Z', 'weight': 0.0}",1324702186
"{'event_time': '2023-10-17T10:03:41.938Z', 'weight': 0.0}",3693588155
"{'event_time': '2023-10-17T10:03:42.916Z', 'weight': 0.0}",4101109660
"{'event_time': '2023-10-17T10:03:43.924Z', 'weight': 0.0}",3021952627
"{'event_time': '2023-10-17T10:03:44.932Z', 'weight': 0.0}",975044232
"{'event_time': '2023-10-17T10:03:45.914Z', 'weight': 0.0}",4135348675
"{'event_time': '2023-10-17T10:03:46.922Z', 'weight': 0.0}",3001816615
"{'event_time': '2023-10-17T10:03:47.930Z', 'weight': 0.0}",944554308
"{'event_time': '2023-10-17T10:03:48.938Z', 'weight': 0.0}",1206716233
"{'event_time': '2023-10-17T10:03:49.916Z', 'weight': 0.0}",2184023431
"{'event_time': '2023-10-17T10:03:50.924Z', 'weight': 0.0}",1138690665
"{'event_time': '2023-10-17T10:03:51.932Z', 'weight': 0.0}",538431720
"{'event_time': '2023-10-17T10:03:52.940Z', 'weight': 0.0}",3271707063
"{'event_time': '2023-10-17T10:03:53.919Z', 'weight': 0.0}",2914578081
"{'event_time': '2023-10-17T10:03:54.927Z', 'weight': 0.0}",3772067155
"{'event_time': '2023-10-17T10:03:55.935Z', 'weight': 0.0}",1786116656
"{'event_time': '2023-10-17T10:03:56.917Z', 'weight': 0.0}",2733290352
"{'event_time': '2023-10-17T10:03:57.925Z', 'weight': 0.0}",3800306335
"{'event_time': '2023-10-17T10:03:58.932Z', 'weight': 0.0}",3151853850
"{'event_time': '2023-10-17T10:03:59.940Z', 'weight': 0.0}",3042849708
"{'event_time': '2023-10-17T10:04:00.920Z', 'weight': 0.0}",2589427669
"{'event_time': '2023-10-17T10:04:01.928Z', 'weight': 0.0}",142962820
"{'event_time': '2023-10-17T10:04:02.935Z', 'weight': 0.0}",741139136
"{'event_time': '2023-10-17T10:04:03.918Z', 'weight': 0.0}",1253764775
"{'event_time': '2023-10-17T10:04:04.925Z', 'weight': 0.0}",2759961596
"{'event_time': '2023-10-17T10:04:05.932Z', 'weight': 0.0}",279703845
"{'event_time': '2023-10-17T10:04:06.940Z', 'weight': 0.0}",4089342074
"{'event_time': '2023-10-17T10:04:07.930Z', 'weight': 0.0}",2307466301
"{'event_time': '2023-10-17T10:04:08.937Z', 'weight': 0.0}",3048699134
"{'event_time': '2023-10-17T10:04:09.946Z', 'weight': 0.0}",409123041
"{'event_time': '2023-10-17T10:04:10.928Z', 'weight': 0.0}",315883383
"{'event_time': '2023-10-17T10:04:11.936Z', 'weight': 0.0}",2025470067
"{'event_time': '2023-10-17T10:04:12.943Z', 'weight': 0.0}",3515951719
"{'event_time': '2023-10-17T10:04:13.926Z', 'weight': 0.0}",4031500508
"{'event_time': '2023-10-17T10:04:14.936Z', 'weight': 0.0}",3818222388
"{'event_time': '2023-10-17T10:04:15.944Z', 'weight': 0.0}",3977656706
"{'event_time': '2023-10-17T10:04:16.918Z', 'weight': 0.0}",1353760967
"{'event_time': '2023-10-17T10:04:17.927Z', 'weight': 0.0}",670429463
"{'event_time': '2023-10-17T10:04:18.936Z', 'weight': 0.0}",3815805313
"{'event_time': '2023-10-17T10:04:19.943Z', 'weight': 0.0}",2815250556
"{'event_time': '2023-10-17T10:04:20.921Z', 'weight': 0.0}",2492386178
"{'event_time': '2023-10-17T10:04:21.929Z', 'weight': 0.0}",106708179
"{'event_time': '2023-10-17T10:04:22.937Z', 'weight': 0.0}",2174953534
"{'event_time': '2023-10-17T10:04:23.945Z', 'weight': 0.0}",2401264264
"{'event_time': '2023-10-17T10:04:24.923Z', 'weight': 0.0}",3764808928
"{'event_time': '2023-10-17T10:04:25.931Z', 'weight': 0.0}",1791409027
"{'event_time': '2023-10-17T10:04:26.939Z', 'weight': 0.0}",360881979
"{'event_time': '2023-10-17T10:04:27.946Z', 'weight': 0.0}",740967858
"{'event_time': '2023-10-17T10:04:28.932Z', 'weight': 0.0}",1376138571
"{'event_time': '2023-10-17T10:04:29.941Z', 'weight': 0.0}",2338848677
"{'event_time': '2023-10-17T10:04:30.950Z', 'weight': 0.0}",588089454
"{'event_time': '2023-10-17T10:04:31.926Z', 'weight': 0.0}",3303460666
"{'event_time': '2023-10-17T10:04:32.934Z', 'weight': 0.0}",2748369840
"{'event_time': '2023-10-17T10:04:33.943Z', 'weight': 0.0}",2480475324
"{'event_time': '2023-10-17T10:04:34.932Z', 'weight': 0.0}",3553014489
"{'event_time': '2023-10-17T10:04:35.940Z', 'weight': 0.0}",3712350319
"{'event_time': '2023-10-17T10:04:36.950Z', 'weight': 0.0}",3469212180
"{'event_time': '2023-10-17T10:04:37.958Z', 'weight': 0.0}",1544883525
"{'event_time': '2023-10-17T10:04:38.933Z', 'weight': 0.0}",79810612
"{'event_time': '2023-10-17T10:04:39.941Z', 'weight': 0.0}",172137090
"{'event_time': '2023-10-17T10:04:40.949Z', 'weight': 0.0}",2838567298
"{'event_time': '2023-10-17T10:04:41.956Z', 'weight': 0.0}",347758302
"{'event_time': '2023-10-17T10:04:42.914Z', 'weight': 0.0}",1476823627
"{'event_time': '2023-10-17T10:04:43.933Z', 'weight': 0.0}",1132830040
"{'event_time': '2023-10-17T10:04:44.941Z', 'weight': 0.0}",2697766292
"{'event_time': '2023-10-17T10:04:45.948Z', 'weight': 0.0}",3858551453
"{'event_time': '2023-10-17T10:04:46.925Z', 'weight': 0.0}",538043978
"{'event_time': '2023-10-17T10:04:47.933Z', 'weight': 0.0}",1138310347
"{'event_time': '2023-10-17T10:04:48.941Z', 'weight': 0.0}",2687059745
"{'event_time': '2023-10-17T10:04:49.949Z', 'weight': 0.0}",855355504
"{'event_time': '2023-10-17T10:04:50.928Z', 'weight': 0.0}",2077581608
"{'event_time': '2023-10-17T10:04:51.935Z', 'weight': 0.0}",3001688197
"{'event_time': '2023-10-17T10:04:52.943Z', 'weight': 0.0}",3096949816
"{'event_time': '2023-10-17T10:04:53.926Z', 'weight': 0.0}",2571980419
"{'event_time': '2023-10-17T10:04:54.934Z', 'weight': 0.0}",4264029082
"{'event_time': '2023-10-17T10:04:55.943Z', 'weight': 0.0}",3459132566
"{'event_time': '2023-10-17T10:04:56.951Z', 'weight': 0.0}",2836932636
"{'event_time': '2023-10-17T10:04:57.939Z', 'weight': 0.0}",3219735192
"{'event_time': '2023-10-17T10:04:58.948Z', 'weight': 0.0}",4283416539
"{'event_time': '2023-10-17T10:04:59.957Z', 'weight': 0.0}",1120204935
"{'event_time': '2023-10-17T10:05:00.937Z', 'weight': 0.0}",1377014095
"{'event_time': '2023-10-17T10:05:01.946Z', 'weight': 0.0}",4291190096
"{'event_time': '2023-10-17T10:05:02.954Z', 'weight': 0.0}",2565888474
"{'event_time': '2023-10-17T10:05:03.929Z', 'weight': 0.0}",3589047714
"{'event_time': '2023-10-17T10:05:04.938Z', 'weight': 0.0}",298886674
"{'event_time': '2023-10-17T10:05:05.947Z', 'weight': 0.0}",678984859
"{'event_time': '2023-10-17T10:05:06.956Z', 'weight': 0.0}",3961061048
"{'event_time': '2023-10-17T10:05:07.942Z', 'weight': 0.0}",4217643720
"{'event_time': '2023-10-17T10:05:08.950Z', 'weight': 0.0}",2629289207
"{'event_time': '2023-10-17T10:05:09.929Z', 'weight': 0.0}",952309101
"{'event_time': '2023-10-17T10:05:10.936Z', 'weight': 0.0}",81032240
"{'event_time': '2023-10-17T10:05:11.944Z', 'weight': 0.0}",173489798
"{'event_time': '2023-10-17T10:05:12.953Z', 'weight': 0.0}",1407956918
"{'event_time': '2023-10-17T10:05:13.961Z', 'weight': 0.0}",327489113
"{'event_time': '2023-10-17T10:05:14.938Z', 'weight': 0.0}",2432025397
"{'event_time': '2023-10-17T10:05:15.946Z', 'weight': 0.0}",2126485988
"{'event_time': '2023-10-17T10:05:16.954Z', 'weight': 0.0}",428449134
"{'event_time': '2023-10-17T10:05:17.931Z', 'weight': 0.0}",944990165
"{'event_time': '2023-10-17T10:05:18.939Z', 'weight': 0.0}",1207083480
"{'event_time': '2023-10-17T10:05:19.947Z', 'weight': 0.0}",2847472393
"{'event_time': '2023-10-17T10:05:20.955Z', 'weight': 0.0}",2076165732
"{'event_time': '2023-10-17T10:05:21.940Z', 'weight': 0.0}",3139541580
"{'event_time': '2023-10-17T10:05:22.948Z', 'weight': 0.0}",3295002356
"{'event_time': '2023-10-17T10:05:23.956Z', 'weight': 0.0}",2920053232
"{'event_time': '2023-10-17T10:05:24.934Z', 'weight': 0.0}",673348218
"{'event_time': '2023-10-17T10:05:25.941Z', 'weight': 0.0}",1822407559
"{'event_time': '2023-10-17T10:05:26.949Z', 'weight': 0.0}",333160255
"{'event_time': '2023-10-17T10:05:27.957Z', 'weight': 0.0}",2041731131
"{'event_time': '2023-10-17T10:05:28.941Z', 'weight': 0.0}",4144608230
"{'event_time': '2023-10-17T10:05:29.949Z', 'weight': 0.0}",1708868791
"{'event_time': '2023-10-17T10:05:30.958Z', 'weight': 0.0}",3450942332
"{'event_time': '2023-10-17T10:05:31.933Z', 'weight': 0.0}",2014764881
"{'event_time': '2023-10-17T10:05:32.941Z', 'weight': 0.0}",2600683022
"{'event_time': '2023-10-17T10:05:33.950Z', 'weight': 0.0}",3002406852
"{'event_time': '2023-10-17T10:05:34.958Z', 'weight': 0.0}",3454898927
"{'event_time': '2023-10-17T10:05:35.935Z', 'weight': 0.0}",3851843025
"{'event_time': '2023-10-17T10:05:36.943Z', 'weight': 0.0}",4025213292
"{'event_time': '2023-10-17T10:05:37.950Z', 'weight': 0.0}",2997466711
"{'event_time': '2023-10-17T10:05:38.958Z', 'weight': 0.0}",3439882330
"{'event_time': '2023-10-17T10:05:39.943Z', 'weight': 0.0}",2582330084
"{'event_time': '2023-10-17T10:05:40.950Z', 'weight': 0.0}",4110948750
"{'event_time': '2023-10-17T10:05:41.958Z', 'weight': 0.0}",1742401247
"{'event_time': '2023-10-17T10:05:42.935Z', 'weight': 0.0}",2721569288
"{'event_time': '2023-10-17T10:05:43.943Z', 'weight': 0.0}",1172086108
"{'event_time': '2023-10-17T10:05:44.951Z', 'weight': 0.0}",582367301
"{'event_time': '2023-10-17T10:05:45.934Z', 'weight': 0.0}",57459454
"{'event_time': '2023-10-17T10:05:46.943Z', 'weight': 0.0}",3740522011
"{'event_time': '2023-10-17T10:05:47.952Z', 'weight': 0.0}",4144334801
"{'event_time': '2023-10-17T10:05:48.960Z', 'weight': 0.0}",1511528290
"{'event_time': '2023-10-17T10:05:49.936Z', 'weight': 0.0}",2000496314
"{'event_time': '2023-10-17T10:05:50.944Z', 'weight': 0.0}",4162996749
"{'event_time': '2023-10-17T10:05:51.951Z', 'weight': 0.0}",951850533
"{'event_time': '2023-10-17T10:05:52.959Z', 'weight': 0.0}",1207448221
"{'event_time': '2023-10-17T10:05:53.940Z', 'weight': 0.0}",1739554514
"{'event_time': '2023-10-17T10:05:54.948Z', 'weight': 0.0}",414710777
"{'event_time': '2023-10-17T10:05:55.956Z', 'weight': 0.0}",1927167229
"{'event_time': '2023-10-17T10:05:56.936Z', 'weight': 0.0}",2149095445
"{'event_time': '2023-10-17T10:05:57.944Z', 'weight': 0.0}",2392576675
"{'event_time': '2023-10-17T10:05:58.952Z', 'weight': 0.0}",2111870
"{'event_time': '2023-10-17T10:05:59.959Z', 'weight': 0.0}",832850054
"{'event_time': '2023-10-17T10:06:00.945Z', 'weight': 0.0}",901045461
"{'event_time': '2023-10-17T10:06:01.953Z', 'weight': 0.0}",1450968660
"{'event_time': '2023-10-17T10:06:02.938Z', 'weight': 0.0}",239942032
"{'event_time': '2023-10-17T10:06:03.946Z', 'weight': 0.0}",3758580545
"{'event_time': '2023-10-17T10:06:04.954Z', 'weight': 0.0}",2272118360
"{'event_time': '2023-10-17T10:06:05.962Z', 'weight': 0.0}",778791509
"{'event_time': '2023-10-17T10:06:06.941Z', 'weight': 0.0}",823567181
"{'event_time': '2023-10-17T10:06:07.949Z', 'weight': 0.0}",2747552796
"{'event_time': '2023-10-17T10:06:08.957Z', 'weight': 0.0}",618570308
"{'event_time': '2023-10-17T10:06:09.965Z', 'weight': 0.0}",1689256875
"{'event_time': '2023-10-17T10:06:10.948Z', 'weight': 0.0}",2210015693
"{'event_time': '2023-10-17T10:06:11.956Z', 'weight': 0.0}",3922980553
"{'event_time': '2023-10-17T10:06:12.965Z', 'weight': 0.0}",2479430807
"{'event_time': '2023-10-17T10:06:13.947Z', 'weight': 0.0}",3066070590
"{'event_time': '2023-10-17T10:06:14.955Z', 'weight': 0.0}",3517588263
"{'event_time': '2023-10-17T10:06:15.963Z', 'weight': 0.0}",2024574762
"{'event_time': '2023-10-17T10:06:16.971Z', 'weight': 0.0}",530221984
"{'event_time': '2023-10-17T10:06:17.950Z', 'weight': 0.0}",2579863456
"{'event_time': '2023-10-17T10:06:18.958Z', 'weight': 0.0}",3865334189
"{'event_time': '2023-10-17T10:06:19.965Z', 'weight': 0.0}",3851773580
"{'event_time': '2023-10-17T10:06:20.942Z', 'weight': 0.0}",2796657553
"{'event_time': '2023-10-17T10:06:21.950Z', 'weight': 0.0}",739331314
